ts,cnt,hr,workingday,holiday,temp_c,hum_pct,wind,weathersit,season,lag_1,lag_24,lag_168,precip,morning_rush,evening_rush,split
2011-02-28 14:00:00,25.0,14,1.0,0.0,17.22,100.0,19.999499999999998,3.0,1.0,32.0,282.0,116.0,1.0,0.0,0.0,train
2011-02-28 15:00:00,35.0,15,1.0,0.0,17.22,100.0,19.999499999999998,3.0,1.0,25.0,261.0,87.0,1.0,0.0,0.0,train
2011-02-28 16:00:00,42.0,16,1.0,0.0,17.22,100.0,8.9981,3.0,1.0,35.0,268.0,56.0,1.0,0.0,1.0,train
2011-02-28 17:00:00,79.0,17,1.0,0.0,16.400000000000002,100.0,19.999499999999998,3.0,1.0,42.0,187.0,80.0,1.0,0.0,1.0,train
2011-02-28 18:00:00,131.0,18,1.0,0.0,18.86,94.0,12.998000000000001,3.0,1.0,79.0,127.0,66.0,1.0,0.0,1.0,train
2011-02-28 19:00:00,80.0,19,1.0,0.0,18.04,88.0,40.9973,3.0,1.0,131.0,102.0,49.0,1.0,0.0,1.0,train
2011-02-28 20:00:00,45.0,20,1.0,0.0,18.04,88.0,40.9973,3.0,1.0,80.0,81.0,29.0,1.0,0.0,0.0,train
2011-02-28 21:00:00,80.0,21,1.0,0.0,15.58,87.0,26.0027,2.0,1.0,45.0,69.0,34.0,0.0,0.0,0.0,train
2011-02-28 22:00:00,76.0,22,1.0,0.0,13.940000000000001,93.0,27.999299999999998,3.0,1.0,80.0,69.0,11.0,1.0,0.0,0.0,train
2011-02-28 23:00:00,45.0,23,1.0,0.0,13.120000000000001,81.0,26.0027,2.0,1.0,76.0,59.0,2.0,0.0,0.0,0.0,train
2011-03-01 06:00:00,46.0,6,1.0,0.0,8.200000000000001,59.0,19.999499999999998,1.0,1.0,2.0,28.0,7.0,0.0,0.0,0.0,train
2011-03-01 07:00:00,107.0,7,1.0,0.0,8.200000000000001,59.0,22.0028,1.0,1.0,46.0,92.0,40.0,0.0,1.0,0.0,train
2011-03-01 08:00:00,214.0,8,1.0,0.0,8.200000000000001,59.0,26.0027,1.0,1.0,107.0,255.0,114.0,0.0,1.0,0.0,train
2011-03-01 09:00:00,124.0,9,1.0,0.0,9.02,55.00000000000001,27.999299999999998,1.0,1.0,214.0,142.0,106.0,0.0,1.0,0.0,train
2011-03-01 10:00:00,68.0,10,1.0,0.0,9.84,52.0,19.0012,1.0,1.0,124.0,92.0,44.0,0.0,0.0,0.0,train
2011-03-01 11:00:00,56.0,11,1.0,0.0,11.48,45.0,16.997899999999998,1.0,1.0,68.0,87.0,50.0,0.0,0.0,0.0,train
2011-03-01 12:00:00,86.0,12,1.0,0.0,12.299999999999999,39.0,8.9981,1.0,1.0,56.0,36.0,55.0,0.0,0.0,0.0,train
2011-03-01 13:00:00,78.0,13,1.0,0.0,13.120000000000001,39.0,0.0,1.0,1.0,86.0,32.0,55.0,0.0,0.0,0.0,train
2011-03-01 14:00:00,79.0,14,1.0,0.0,13.120000000000001,36.0,8.9981,1.0,1.0,78.0,25.0,58.0,0.0,0.0,0.0,train
2011-03-01 15:00:00,64.0,15,1.0,0.0,13.940000000000001,34.0,0.0,1.0,1.0,79.0,35.0,69.0,0.0,0.0,0.0,train
2011-03-01 16:00:00,102.0,16,1.0,0.0,13.940000000000001,34.0,6.0032,1.0,1.0,64.0,42.0,86.0,0.0,0.0,1.0,train
2011-03-01 17:00:00,242.0,17,1.0,0.0,13.940000000000001,34.0,6.0032,1.0,1.0,102.0,79.0,196.0,0.0,0.0,1.0,train
2011-03-01 18:00:00,224.0,18,1.0,0.0,13.120000000000001,39.0,12.998000000000001,1.0,1.0,242.0,131.0,167.0,0.0,0.0,1.0,train
2011-03-01 19:00:00,119.0,19,1.0,0.0,12.299999999999999,49.0,8.9981,1.0,1.0,224.0,80.0,118.0,0.0,0.0,1.0,train
2011-03-01 20:00:00,88.0,20,1.0,0.0,12.299999999999999,61.0,6.0032,1.0,1.0,119.0,45.0,105.0,0.0,0.0,0.0,train
2011-03-01 21:00:00,63.0,21,1.0,0.0,10.66,56.00000000000001,0.0,1.0,1.0,88.0,80.0,82.0,0.0,0.0,0.0,train
2011-03-01 22:00:00,47.0,22,1.0,0.0,9.84,62.0,7.0015,1.0,1.0,63.0,76.0,77.0,0.0,0.0,0.0,train
2011-03-01 23:00:00,25.0,23,1.0,0.0,9.84,65.0,15.001299999999999,1.0,1.0,47.0,45.0,21.0,0.0,0.0,0.0,train
2011-03-02 00:00:00,8.0,0,1.0,0.0,9.02,69.0,11.0014,1.0,1.0,25.0,7.0,6.0,0.0,0.0,0.0,train
2011-03-02 01:00:00,4.0,1,1.0,0.0,9.02,69.0,12.998000000000001,1.0,1.0,8.0,3.0,4.0,0.0,0.0,0.0,train
2011-03-02 02:00:00,2.0,2,1.0,0.0,9.02,69.0,12.998000000000001,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,train
2011-03-02 03:00:00,4.0,3,1.0,0.0,9.02,69.0,19.0012,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,train
2011-03-02 05:00:00,5.0,5,1.0,0.0,9.02,69.0,15.001299999999999,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,train
2011-03-02 06:00:00,40.0,6,1.0,0.0,9.02,55.00000000000001,16.997899999999998,1.0,1.0,5.0,46.0,36.0,0.0,0.0,0.0,train
2011-03-02 07:00:00,110.0,7,1.0,0.0,9.02,64.0,16.997899999999998,1.0,1.0,40.0,107.0,96.0,0.0,1.0,0.0,train
2011-03-02 08:00:00,256.0,8,1.0,0.0,9.84,65.0,19.0012,1.0,1.0,110.0,214.0,235.0,0.0,1.0,0.0,train
2011-03-02 09:00:00,148.0,9,1.0,0.0,11.48,56.00000000000001,19.999499999999998,1.0,1.0,256.0,124.0,139.0,0.0,1.0,0.0,train
2011-03-02 10:00:00,76.0,10,1.0,0.0,13.120000000000001,49.0,19.0012,1.0,1.0,148.0,68.0,51.0,0.0,0.0,0.0,train
2011-03-02 11:00:00,73.0,11,1.0,0.0,13.940000000000001,53.0,22.0028,1.0,1.0,76.0,56.0,69.0,0.0,0.0,0.0,train
2011-03-02 12:00:00,82.0,12,1.0,0.0,16.400000000000002,43.0,12.998000000000001,1.0,1.0,73.0,86.0,67.0,0.0,0.0,0.0,train
2011-03-02 13:00:00,125.0,13,1.0,0.0,20.5,25.0,0.0,1.0,1.0,82.0,78.0,87.0,0.0,0.0,0.0,train
2011-03-02 14:00:00,96.0,14,1.0,0.0,21.32,23.0,19.999499999999998,1.0,1.0,125.0,79.0,78.0,0.0,0.0,0.0,train
2011-03-02 15:00:00,110.0,15,1.0,0.0,22.14,19.0,27.999299999999998,1.0,1.0,96.0,64.0,72.0,0.0,0.0,0.0,train
2011-03-02 16:00:00,139.0,16,1.0,0.0,22.14,19.0,22.0028,1.0,1.0,110.0,102.0,94.0,0.0,0.0,1.0,train
2011-03-02 17:00:00,268.0,17,1.0,0.0,20.5,23.0,19.0012,1.0,1.0,139.0,242.0,222.0,0.0,0.0,1.0,train
2011-03-02 18:00:00,201.0,18,1.0,0.0,18.86,23.0,32.9975,1.0,1.0,268.0,224.0,209.0,0.0,0.0,1.0,train
2011-03-02 19:00:00,150.0,19,1.0,0.0,16.400000000000002,28.000000000000004,35.0008,1.0,1.0,201.0,119.0,141.0,0.0,0.0,1.0,train
2011-03-02 20:00:00,95.0,20,1.0,0.0,14.76,28.999999999999996,27.999299999999998,1.0,1.0,150.0,88.0,109.0,0.0,0.0,0.0,train
2011-03-02 21:00:00,71.0,21,1.0,0.0,13.940000000000001,28.999999999999996,31.0009,1.0,1.0,95.0,63.0,91.0,0.0,0.0,0.0,train
2011-03-02 22:00:00,48.0,22,1.0,0.0,12.299999999999999,26.0,36.9974,1.0,1.0,71.0,47.0,61.0,0.0,0.0,0.0,train
2011-03-02 23:00:00,22.0,23,1.0,0.0,10.66,30.0,35.0008,1.0,1.0,48.0,25.0,39.0,0.0,0.0,0.0,train
2011-03-03 00:00:00,13.0,0,1.0,0.0,9.84,30.0,31.0009,1.0,1.0,22.0,8.0,11.0,0.0,0.0,0.0,train
2011-03-03 01:00:00,1.0,1,1.0,0.0,9.84,30.0,31.0009,1.0,1.0,13.0,4.0,7.0,0.0,0.0,0.0,train
2011-03-03 02:00:00,3.0,2,1.0,0.0,8.200000000000001,27.0,31.0009,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,train
2011-03-03 03:00:00,1.0,3,1.0,0.0,8.200000000000001,27.0,31.0009,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,train
2011-03-03 05:00:00,8.0,5,1.0,0.0,5.74,33.0,19.999499999999998,1.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,train
2011-03-03 06:00:00,35.0,6,1.0,0.0,5.74,33.0,19.999499999999998,1.0,1.0,8.0,40.0,58.0,0.0,0.0,0.0,train
2011-03-03 07:00:00,111.0,7,1.0,0.0,4.92,42.0,27.999299999999998,1.0,1.0,35.0,110.0,104.0,0.0,1.0,0.0,train
2011-03-03 08:00:00,220.0,8,1.0,0.0,5.74,39.0,19.999499999999998,1.0,1.0,111.0,256.0,252.0,0.0,1.0,0.0,train
2011-03-03 09:00:00,145.0,9,1.0,0.0,6.5600000000000005,37.0,19.0012,1.0,1.0,220.0,148.0,137.0,0.0,1.0,0.0,train
2011-03-03 10:00:00,56.0,10,1.0,0.0,7.38,28.999999999999996,12.998000000000001,1.0,1.0,145.0,76.0,57.0,0.0,0.0,0.0,train
2011-03-03 11:00:00,50.0,11,1.0,0.0,8.200000000000001,28.999999999999996,6.0032,1.0,1.0,56.0,73.0,79.0,0.0,0.0,0.0,train
2011-03-03 12:00:00,72.0,12,1.0,0.0,9.02,25.0,8.9981,1.0,1.0,50.0,82.0,95.0,0.0,0.0,0.0,train
2011-03-03 13:00:00,80.0,13,1.0,0.0,9.02,25.0,6.0032,1.0,1.0,72.0,125.0,88.0,0.0,0.0,0.0,train
2011-03-03 14:00:00,78.0,14,1.0,0.0,9.84,21.0,7.0015,1.0,1.0,80.0,96.0,69.0,0.0,0.0,0.0,train
2011-03-03 15:00:00,68.0,15,1.0,0.0,9.84,23.0,0.0,1.0,1.0,78.0,110.0,63.0,0.0,0.0,0.0,train
2011-03-03 16:00:00,71.0,16,1.0,0.0,10.66,23.0,0.0,1.0,1.0,68.0,139.0,71.0,0.0,0.0,1.0,train
2011-03-03 17:00:00,202.0,17,1.0,0.0,10.66,22.0,0.0,1.0,1.0,71.0,268.0,177.0,0.0,0.0,1.0,train
2011-03-03 18:00:00,167.0,18,1.0,0.0,9.84,35.0,22.0028,1.0,1.0,202.0,201.0,137.0,0.0,0.0,1.0,train
2011-03-03 19:00:00,106.0,19,1.0,0.0,8.200000000000001,40.0,16.997899999999998,1.0,1.0,167.0,150.0,115.0,0.0,0.0,1.0,train
2011-03-03 20:00:00,70.0,20,1.0,0.0,8.200000000000001,40.0,6.0032,1.0,1.0,106.0,95.0,89.0,0.0,0.0,0.0,train
2011-03-03 21:00:00,51.0,21,1.0,0.0,7.38,40.0,7.0015,1.0,1.0,70.0,71.0,83.0,0.0,0.0,0.0,train
2011-03-03 22:00:00,53.0,22,1.0,0.0,8.200000000000001,40.0,0.0,1.0,1.0,51.0,48.0,55.0,0.0,0.0,0.0,train
2011-03-03 23:00:00,23.0,23,1.0,0.0,7.38,43.0,6.0032,2.0,1.0,53.0,22.0,50.0,0.0,0.0,0.0,train
2011-03-04 00:00:00,12.0,0,1.0,0.0,8.200000000000001,55.00000000000001,12.998000000000001,2.0,1.0,23.0,13.0,9.0,0.0,0.0,0.0,train
2011-03-04 01:00:00,4.0,1,1.0,0.0,7.38,64.0,12.998000000000001,2.0,1.0,12.0,1.0,10.0,0.0,0.0,0.0,train
2011-03-04 02:00:00,2.0,2,1.0,0.0,7.38,64.0,12.998000000000001,2.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,train
2011-03-04 03:00:00,1.0,3,1.0,0.0,7.38,74.0,16.997899999999998,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,train
2011-03-04 05:00:00,7.0,5,1.0,0.0,6.5600000000000005,74.0,8.9981,2.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,train
2011-03-04 06:00:00,29.0,6,1.0,0.0,6.5600000000000005,74.0,6.0032,2.0,1.0,7.0,35.0,11.0,0.0,0.0,0.0,train
2011-03-04 07:00:00,83.0,7,1.0,0.0,6.5600000000000005,80.0,8.9981,1.0,1.0,29.0,111.0,35.0,0.0,1.0,0.0,train
2011-03-04 08:00:00,228.0,8,1.0,0.0,7.38,74.0,8.9981,1.0,1.0,83.0,220.0,73.0,0.0,1.0,0.0,train
2011-03-04 09:00:00,150.0,9,1.0,0.0,9.02,60.0,8.9981,1.0,1.0,228.0,145.0,114.0,0.0,1.0,0.0,train
2011-03-04 10:00:00,66.0,10,1.0,0.0,9.84,60.0,16.997899999999998,1.0,1.0,150.0,56.0,49.0,0.0,0.0,0.0,train
2011-03-04 11:00:00,89.0,11,1.0,0.0,11.48,52.0,15.001299999999999,1.0,1.0,66.0,50.0,59.0,0.0,0.0,0.0,train
2011-03-04 12:00:00,97.0,12,1.0,0.0,13.120000000000001,43.0,11.0014,1.0,1.0,89.0,72.0,115.0,0.0,0.0,0.0,train
2011-03-04 13:00:00,87.0,13,1.0,0.0,13.940000000000001,42.0,15.001299999999999,1.0,1.0,97.0,80.0,83.0,0.0,0.0,0.0,train
2011-03-04 14:00:00,95.0,14,1.0,0.0,14.76,40.0,19.0012,1.0,1.0,87.0,78.0,85.0,0.0,0.0,0.0,train
2011-03-04 15:00:00,106.0,15,1.0,0.0,14.76,40.0,19.999499999999998,1.0,1.0,95.0,68.0,55.0,0.0,0.0,0.0,train
2011-03-04 16:00:00,118.0,16,1.0,0.0,14.76,46.0,12.998000000000001,1.0,1.0,106.0,71.0,102.0,0.0,0.0,1.0,train
2011-03-04 17:00:00,228.0,17,1.0,0.0,14.76,50.0,16.997899999999998,2.0,1.0,118.0,202.0,189.0,0.0,0.0,1.0,train
2011-03-04 18:00:00,187.0,18,1.0,0.0,13.940000000000001,53.0,19.999499999999998,2.0,1.0,228.0,167.0,157.0,0.0,0.0,1.0,train
2011-03-04 19:00:00,107.0,19,1.0,0.0,13.120000000000001,61.0,16.997899999999998,1.0,1.0,187.0,106.0,90.0,0.0,0.0,1.0,train
2011-03-04 20:00:00,87.0,20,1.0,0.0,12.299999999999999,70.0,12.998000000000001,2.0,1.0,107.0,70.0,62.0,0.0,0.0,0.0,train
2011-03-04 21:00:00,70.0,21,1.0,0.0,12.299999999999999,70.0,15.001299999999999,2.0,1.0,87.0,51.0,63.0,0.0,0.0,0.0,train
2011-03-04 22:00:00,44.0,22,1.0,0.0,12.299999999999999,70.0,12.998000000000001,1.0,1.0,70.0,53.0,50.0,0.0,0.0,0.0,train
2011-03-04 23:00:00,46.0,23,1.0,0.0,12.299999999999999,75.0,11.0014,2.0,1.0,44.0,23.0,39.0,0.0,0.0,0.0,train
2011-03-05 00:00:00,19.0,0,0.0,0.0,11.48,81.0,7.0015,2.0,1.0,46.0,12.0,28.0,0.0,0.0,0.0,train
2011-03-05 01:00:00,25.0,1,0.0,0.0,12.299999999999999,81.0,7.0015,2.0,1.0,19.0,4.0,27.0,0.0,0.0,0.0,train
2011-03-05 02:00:00,20.0,2,0.0,0.0,12.299999999999999,87.0,12.998000000000001,2.0,1.0,25.0,2.0,12.0,0.0,0.0,0.0,train
2011-03-05 03:00:00,2.0,3,0.0,0.0,12.299999999999999,87.0,12.998000000000001,2.0,1.0,20.0,1.0,8.0,0.0,0.0,0.0,train
2011-03-05 04:00:00,1.0,4,0.0,0.0,12.299999999999999,93.0,11.0014,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,train
2011-03-05 05:00:00,3.0,5,0.0,0.0,12.299999999999999,100.0,8.9981,2.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,train
2011-03-05 06:00:00,4.0,6,0.0,0.0,12.299999999999999,100.0,15.001299999999999,2.0,1.0,3.0,29.0,7.0,0.0,0.0,0.0,train
2011-03-05 07:00:00,15.0,7,0.0,0.0,12.299999999999999,100.0,19.999499999999998,2.0,1.0,4.0,83.0,22.0,0.0,0.0,0.0,train
2011-03-05 08:00:00,45.0,8,0.0,0.0,12.299999999999999,100.0,19.999499999999998,2.0,1.0,15.0,228.0,57.0,0.0,0.0,0.0,train
2011-03-05 09:00:00,63.0,9,0.0,0.0,13.120000000000001,93.0,15.001299999999999,2.0,1.0,45.0,150.0,74.0,0.0,0.0,0.0,train
2011-03-05 10:00:00,103.0,10,0.0,0.0,13.940000000000001,93.0,12.998000000000001,2.0,1.0,63.0,66.0,85.0,0.0,0.0,0.0,train
2011-03-05 11:00:00,159.0,11,0.0,0.0,16.400000000000002,76.0,15.001299999999999,2.0,1.0,103.0,89.0,126.0,0.0,0.0,0.0,train
2011-03-05 12:00:00,167.0,12,0.0,0.0,18.04,67.0,16.997899999999998,2.0,1.0,159.0,97.0,160.0,0.0,0.0,0.0,train
2011-03-05 13:00:00,190.0,13,0.0,0.0,18.86,67.0,19.0012,2.0,1.0,167.0,87.0,174.0,0.0,0.0,0.0,train
2011-03-05 14:00:00,198.0,14,0.0,0.0,19.68,59.0,19.0012,2.0,1.0,190.0,95.0,211.0,0.0,0.0,0.0,train
2011-03-05 15:00:00,205.0,15,0.0,0.0,18.86,63.0,19.999499999999998,2.0,1.0,198.0,106.0,165.0,0.0,0.0,0.0,train
2011-03-05 16:00:00,204.0,16,0.0,0.0,19.68,59.0,19.999499999999998,2.0,1.0,205.0,118.0,171.0,0.0,0.0,0.0,train
2011-03-05 17:00:00,164.0,17,0.0,0.0,19.68,59.0,23.9994,2.0,1.0,204.0,228.0,183.0,0.0,0.0,0.0,train
2011-03-05 18:00:00,152.0,18,0.0,0.0,19.68,59.0,22.0028,2.0,1.0,164.0,187.0,137.0,0.0,0.0,0.0,train
2011-03-05 19:00:00,89.0,19,0.0,0.0,18.86,67.0,22.0028,2.0,1.0,152.0,107.0,94.0,0.0,0.0,0.0,train
2011-03-05 20:00:00,70.0,20,0.0,0.0,18.04,77.0,22.0028,2.0,1.0,89.0,87.0,68.0,0.0,0.0,0.0,train
2011-03-05 21:00:00,72.0,21,0.0,0.0,18.04,72.0,22.0028,2.0,1.0,70.0,70.0,68.0,0.0,0.0,0.0,train
2011-03-05 22:00:00,63.0,22,0.0,0.0,17.22,77.0,19.999499999999998,2.0,1.0,72.0,44.0,46.0,0.0,0.0,0.0,train
2011-03-05 23:00:00,44.0,23,0.0,0.0,18.04,77.0,19.999499999999998,2.0,1.0,63.0,46.0,34.0,0.0,0.0,0.0,train
2011-03-06 00:00:00,52.0,0,0.0,0.0,17.22,77.0,23.9994,2.0,1.0,44.0,19.0,34.0,0.0,0.0,0.0,train
2011-03-06 01:00:00,39.0,1,0.0,0.0,17.22,77.0,19.0012,2.0,1.0,52.0,25.0,37.0,0.0,0.0,0.0,train
2011-03-06 02:00:00,32.0,2,0.0,0.0,16.400000000000002,82.0,19.0012,2.0,1.0,39.0,20.0,22.0,0.0,0.0,0.0,train
2011-03-06 03:00:00,11.0,3,0.0,0.0,17.22,82.0,19.999499999999998,2.0,1.0,32.0,2.0,11.0,0.0,0.0,0.0,train
2011-03-06 04:00:00,3.0,4,0.0,0.0,17.22,88.0,23.9994,2.0,1.0,11.0,1.0,2.0,0.0,0.0,0.0,train
2011-03-06 07:00:00,5.0,7,0.0,0.0,17.22,100.0,30.002599999999997,3.0,1.0,2.0,15.0,14.0,1.0,0.0,0.0,train
2011-03-06 08:00:00,9.0,8,0.0,0.0,16.400000000000002,100.0,19.999499999999998,2.0,1.0,5.0,45.0,35.0,0.0,0.0,0.0,train
2011-03-06 09:00:00,22.0,9,0.0,0.0,17.22,100.0,19.0012,2.0,1.0,9.0,63.0,59.0,0.0,0.0,0.0,train
2011-03-06 10:00:00,31.0,10,0.0,0.0,17.22,100.0,19.999499999999998,2.0,1.0,22.0,103.0,103.0,0.0,0.0,0.0,train
2011-03-06 11:00:00,62.0,11,0.0,0.0,17.22,100.0,15.001299999999999,2.0,1.0,31.0,159.0,125.0,0.0,0.0,0.0,train
2011-03-06 12:00:00,79.0,12,0.0,0.0,18.86,94.0,22.0028,2.0,1.0,62.0,167.0,193.0,0.0,0.0,0.0,train
2011-03-06 13:00:00,105.0,13,0.0,0.0,18.86,94.0,23.9994,2.0,1.0,79.0,190.0,259.0,0.0,0.0,0.0,train
2011-03-06 14:00:00,39.0,14,0.0,0.0,18.04,100.0,15.001299999999999,3.0,1.0,105.0,198.0,282.0,1.0,0.0,0.0,train
2011-03-06 15:00:00,7.0,15,0.0,0.0,18.04,100.0,15.001299999999999,3.0,1.0,39.0,205.0,261.0,1.0,0.0,0.0,train
2011-03-06 16:00:00,11.0,16,0.0,0.0,14.76,100.0,19.0012,3.0,1.0,7.0,204.0,268.0,1.0,0.0,0.0,train
2011-03-06 17:00:00,25.0,17,0.0,0.0,13.940000000000001,100.0,19.999499999999998,3.0,1.0,11.0,164.0,187.0,1.0,0.0,0.0,train
2011-03-06 18:00:00,23.0,18,0.0,0.0,13.120000000000001,100.0,23.9994,3.0,1.0,25.0,152.0,127.0,1.0,0.0,0.0,train
2011-03-06 19:00:00,11.0,19,0.0,0.0,12.299999999999999,100.0,32.9975,3.0,1.0,23.0,89.0,102.0,1.0,0.0,0.0,train
2011-03-06 20:00:00,11.0,20,0.0,0.0,11.48,100.0,27.999299999999998,3.0,1.0,11.0,70.0,81.0,1.0,0.0,0.0,train
2011-03-06 21:00:00,7.0,21,0.0,0.0,9.84,93.0,40.9973,3.0,1.0,11.0,72.0,69.0,1.0,0.0,0.0,train
2011-03-06 22:00:00,10.0,22,0.0,0.0,9.02,100.0,26.0027,2.0,1.0,7.0,63.0,69.0,0.0,0.0,0.0,train
2011-03-06 23:00:00,9.0,23,0.0,0.0,9.02,100.0,27.999299999999998,2.0,1.0,10.0,44.0,59.0,0.0,0.0,0.0,train
2011-03-07 00:00:00,4.0,0,1.0,0.0,8.200000000000001,100.0,22.0028,3.0,1.0,9.0,52.0,30.0,1.0,0.0,0.0,train
2011-03-07 01:00:00,2.0,1,1.0,0.0,8.200000000000001,100.0,22.0028,3.0,1.0,4.0,39.0,8.0,1.0,0.0,0.0,train
2011-03-07 06:00:00,34.0,6,1.0,0.0,8.200000000000001,75.0,26.0027,1.0,1.0,1.0,2.0,28.0,0.0,0.0,0.0,train
2011-03-07 07:00:00,91.0,7,1.0,0.0,8.200000000000001,75.0,27.999299999999998,1.0,1.0,34.0,5.0,92.0,0.0,1.0,0.0,train
2011-03-07 08:00:00,211.0,8,1.0,0.0,8.200000000000001,75.0,26.0027,1.0,1.0,91.0,9.0,255.0,0.0,1.0,0.0,train
2011-03-07 09:00:00,134.0,9,1.0,0.0,9.02,64.0,31.0009,1.0,1.0,211.0,22.0,142.0,0.0,1.0,0.0,train
2011-03-07 10:00:00,58.0,10,1.0,0.0,9.84,60.0,19.999499999999998,1.0,1.0,134.0,31.0,92.0,0.0,0.0,0.0,train
2011-03-07 11:00:00,60.0,11,1.0,0.0,10.66,48.0,30.002599999999997,1.0,1.0,58.0,62.0,87.0,0.0,0.0,0.0,train
2011-03-07 12:00:00,96.0,12,1.0,0.0,12.299999999999999,42.0,27.999299999999998,1.0,1.0,60.0,79.0,36.0,0.0,0.0,0.0,train
2011-03-07 13:00:00,70.0,13,1.0,0.0,13.120000000000001,36.0,26.0027,1.0,1.0,96.0,105.0,32.0,0.0,0.0,0.0,train
2011-03-07 14:00:00,77.0,14,1.0,0.0,13.120000000000001,36.0,27.999299999999998,1.0,1.0,70.0,39.0,25.0,0.0,0.0,0.0,train
2011-03-07 15:00:00,96.0,15,1.0,0.0,13.940000000000001,31.0,26.0027,1.0,1.0,77.0,7.0,35.0,0.0,0.0,0.0,train
2011-03-07 16:00:00,122.0,16,1.0,0.0,13.940000000000001,31.0,23.9994,1.0,1.0,96.0,11.0,42.0,0.0,0.0,1.0,train
2011-03-07 17:00:00,233.0,17,1.0,0.0,13.940000000000001,28.999999999999996,23.9994,1.0,1.0,122.0,25.0,79.0,0.0,0.0,1.0,train
2011-03-07 18:00:00,233.0,18,1.0,0.0,13.120000000000001,31.0,15.001299999999999,1.0,1.0,233.0,23.0,131.0,0.0,0.0,1.0,train
2011-03-07 19:00:00,145.0,19,1.0,0.0,12.299999999999999,33.0,15.001299999999999,1.0,1.0,233.0,11.0,80.0,0.0,0.0,1.0,train
2011-03-07 20:00:00,92.0,20,1.0,0.0,12.299999999999999,33.0,11.0014,1.0,1.0,145.0,11.0,45.0,0.0,0.0,0.0,train
2011-03-07 21:00:00,54.0,21,1.0,0.0,11.48,38.0,15.001299999999999,1.0,1.0,92.0,7.0,80.0,0.0,0.0,0.0,train
2011-03-07 22:00:00,35.0,22,1.0,0.0,10.66,48.0,11.0014,1.0,1.0,54.0,10.0,76.0,0.0,0.0,0.0,train
2011-03-07 23:00:00,22.0,23,1.0,0.0,11.48,48.0,0.0,1.0,1.0,35.0,9.0,45.0,0.0,0.0,0.0,train
2011-03-08 00:00:00,10.0,0,1.0,0.0,10.66,48.0,6.0032,1.0,1.0,22.0,4.0,7.0,0.0,0.0,0.0,train
2011-03-08 01:00:00,4.0,1,1.0,0.0,9.84,52.0,8.9981,1.0,1.0,10.0,2.0,3.0,0.0,0.0,0.0,train
2011-03-08 03:00:00,7.0,3,1.0,0.0,9.84,52.0,6.0032,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,train
2011-03-08 04:00:00,2.0,4,1.0,0.0,9.02,64.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,train
2011-03-08 05:00:00,10.0,5,1.0,0.0,8.200000000000001,69.0,7.0015,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,train
2011-03-08 06:00:00,45.0,6,1.0,0.0,8.200000000000001,59.0,0.0,1.0,1.0,10.0,34.0,46.0,0.0,0.0,0.0,train
2011-03-08 07:00:00,128.0,7,1.0,0.0,7.38,64.0,8.9981,1.0,1.0,45.0,91.0,107.0,0.0,1.0,0.0,train
2011-03-08 08:00:00,257.0,8,1.0,0.0,9.02,55.00000000000001,12.998000000000001,1.0,1.0,128.0,211.0,214.0,0.0,1.0,0.0,train
2011-03-08 09:00:00,151.0,9,1.0,0.0,10.66,41.0,11.0014,1.0,1.0,257.0,134.0,124.0,0.0,1.0,0.0,train
2011-03-08 10:00:00,71.0,10,1.0,0.0,12.299999999999999,33.0,12.998000000000001,2.0,1.0,151.0,58.0,68.0,0.0,0.0,0.0,train
2011-03-08 11:00:00,78.0,11,1.0,0.0,14.76,25.0,11.0014,2.0,1.0,71.0,60.0,56.0,0.0,0.0,0.0,train
2011-03-08 12:00:00,99.0,12,1.0,0.0,14.76,23.0,0.0,2.0,1.0,78.0,96.0,86.0,0.0,0.0,0.0,train
2011-03-08 13:00:00,98.0,13,1.0,0.0,15.58,25.0,7.0015,2.0,1.0,99.0,70.0,78.0,0.0,0.0,0.0,train
2011-03-08 14:00:00,72.0,14,1.0,0.0,15.58,20.0,0.0,2.0,1.0,98.0,77.0,79.0,0.0,0.0,0.0,train
2011-03-08 15:00:00,112.0,15,1.0,0.0,14.76,18.0,0.0,2.0,1.0,72.0,96.0,64.0,0.0,0.0,0.0,train
2011-03-08 16:00:00,108.0,16,1.0,0.0,15.58,27.0,11.0014,1.0,1.0,112.0,122.0,102.0,0.0,0.0,1.0,train
2011-03-08 17:00:00,248.0,17,1.0,0.0,14.76,27.0,15.001299999999999,1.0,1.0,108.0,233.0,242.0,0.0,0.0,1.0,train
