row,split
6741,train
6742,train
6743,train
6744,train
6745,train
6746,train
6747,train
6748,train
6749,val
6750,train
6751,test
6752,train
6753,train
6754,val
6755,train
6756,train
6757,test
6758,val
6759,train
6760,train
6761,val
6762,test
6763,test
6764,val
6765,train
6766,train
6767,train
6768,val
6769,train
6770,val
6771,val
6772,train
6773,train
6774,train
6775,test
6776,train
6777,train
6778,val
6779,train
6780,train
6781,val
6782,test
6783,val
6784,train
6785,train
6786,val
6787,train
6788,train
6789,val
6790,train
6791,test
6792,train
6793,val
6794,train
6795,test
6796,val
6797,val
6798,train
6799,train
6800,test
6801,test
6802,val
6803,train
6804,val
6805,train
6806,train
6807,train
6808,train
6809,train
6810,test
6811,val
6812,val
6813,val
6814,val
6815,train
6816,test
6817,test
6818,val
6819,val
6820,val
6821,test
6822,test
6823,test
6824,val
6825,train
6826,train
6827,train
6828,train
6829,val
6830,val
6831,train
6832,train
6833,train
6834,train
6835,test
6836,train
6837,train
6838,test
6839,train
6840,train
6841,val
6842,train
6843,train
6844,val
6845,train
6846,train
6847,test
6848,train
6849,train
6850,train
6851,test
6852,train
6853,train
6854,train
6855,train
6856,train
6857,train
6858,train
6859,val
6860,train
6861,train
6862,val
6863,train
6864,train
6865,train
6866,train
6867,train
6868,train
6869,train
6870,train
6871,train
6872,train
6873,test
6874,test
6875,train
6876,train
6877,train
6878,train
6879,val
6880,train
6881,test
6882,train
6883,test
6884,val
6885,val
6886,test
6887,train
6888,train
6889,train
6890,val
6891,train
6892,val
6893,train
6894,val
6895,train
6896,train
6897,val
6898,train
6899,test
6900,train
6901,train
6902,train
6903,test
6904,val
6905,train
6906,test
6907,test
6908,train
6909,train
6910,train
6911,val
6912,train
6913,train
6914,test
6915,train
6916,train
6917,train
6918,train
6919,val
6920,train
6921,train
6922,train
6923,train
6924,val
6925,train
6926,train
6927,val
6928,test
6929,train
6930,val
6931,train
6932,test
6933,train
6934,train
6935,train
6936,train
6937,test
6938,train
6939,train
6940,train
6941,train
6942,train
6943,train
6944,train
6945,train
6946,train
6947,val
6948,val
6949,train
6950,val
6951,test
6952,test
6953,test
6954,train
6955,train
6956,test
6957,train
6958,test
6959,train
6960,train
6961,val
6962,train
6963,train
6964,train
6965,val
6966,train
6967,val
6968,train
6969,train
6970,train
6971,test
6972,test
6973,val
6974,test
6975,train
6976,test
6977,val
6978,train
6979,val
6980,train
6981,train
6982,train
6983,test
6984,test
6985,test
6986,train
6987,test
6988,train
6989,train
6990,train
6991,train
6992,test
6993,train
6994,train
6995,val
6996,test
6997,val
6998,train
6999,val
7000,train
7001,test
7002,train
7003,train
7004,train
7005,train
7006,train
7007,test
7008,test
7009,val
7010,train
7011,train
7012,val
7013,val
7014,val
7015,test
7016,test
7017,train
7018,train
7019,train
7020,train
7021,train
7022,train
7023,train
7024,train
7025,val
7026,train
7027,test
7028,val
7029,train
7030,val
7031,test
7032,val
7033,train
7034,train
7035,train
7036,train
7037,test
7038,train
7039,val
7040,train
7041,train
7042,train
7043,val
7044,val
7045,train
7046,train
7047,train
7048,train
7049,val
7050,train
7051,test
7052,train
7053,train
7054,test
7055,train
7056,train
7057,train
7058,train
7059,train
7060,test
7061,train
7062,test
7063,train
7064,train
7065,train
7066,test
7067,train
7068,val
7069,val
7070,train
7071,train
7072,train
7073,train
7074,train
7075,train
7076,train
7077,val
7078,train
7079,train
7080,val
7081,train
7082,train
7083,train
7084,train
7085,val
7086,train
7087,train
7088,train
7089,train
7090,train
7091,test
7092,train
7093,val
7094,val
7095,train
7096,train
7097,train
7098,test
7099,val
7100,test
7101,train
7102,train
7103,train
7104,train
7105,test
7106,test
7107,train
7108,train
7109,val
7110,test
7111,test
7112,train
7113,test
7114,train
7115,train
7116,train
7117,train
7118,test
7119,train
7120,train
7121,train
7122,train
7123,val
7124,train
7125,val
7126,train
7127,test
7128,train
7129,val
7130,test
7131,train
7132,train
7133,train
7134,test
7135,train
7136,train
7137,train
7138,train
7139,train
7140,train
7141,train
7142,train
7143,train
7144,train
7145,train
7146,val
7147,train
7148,train
7149,train
7150,train
7151,train
7152,train
7153,test
7154,train
7155,val
7156,test
7157,val
7158,val
7159,val
7160,train
7161,train
7162,train
7163,val
7164,val
7165,train
7166,train
7167,test
7168,test
7169,test
7170,test
7171,train
7172,train
7173,val
7174,val
7175,train
7176,train
7177,val
7178,train
7179,test
7180,train
7181,train
7182,train
7183,train
7184,train
7185,val
7186,val
7187,test
7188,train
7189,train
7190,train
7191,train
7192,val
7193,val
7194,train
7195,train
7196,train
7197,train
7198,train
7199,val
7200,train
7201,train
7202,train
7203,train
7204,val
7205,train
7206,val
7207,train
7208,train
7209,train
7210,test
7211,val
7212,train
7213,train
7214,train
7215,test
7216,train
7217,train
7218,train
7219,train
7220,test
7221,train
7222,train
7223,test
7224,train
7225,val
7226,train
7227,train
7228,train
7229,train
7230,train
7231,train
7232,train
7233,test
7234,test
7235,train
7236,val
7237,val
7238,train
7239,test
7240,train
7241,train
7242,train
7243,train
7244,train
7245,train
7246,val
7247,val
7248,train
7249,test
7250,val
7251,val
7252,train
7253,test
7254,val
7255,train
7256,val
7257,test
7258,train
7259,train
7260,test
7261,test
7262,test
7263,train
7264,train
7265,test
7266,test
7267,train
7268,train
7269,val
7270,train
7271,test
7272,train
7273,val
7274,train
7275,test
7276,val
7277,val
7278,train
7279,train
7280,train
7281,val
7282,val
7283,test
7284,test
7285,train
7286,val
7287,train
7288,train
7289,train
7290,val
7291,train
7292,val
7293,train
7294,test
7295,train
7296,train
7297,test
7298,train
7299,train
7300,train
7301,train
7302,train
7303,train
7304,train
7305,train
7306,test
7307,train
7308,train
7309,train
7310,train
7311,train
7312,train
7313,train
7314,train
7315,train
7316,train
7317,train
7318,train
7319,test
7320,train
7321,val
7322,train
7323,train
7324,test
7325,train
7326,train
7327,test
7328,test
7329,val
7330,train
7331,train
7332,train
7333,train
7334,train
7335,val
7336,train
7337,train
7338,train
7339,test
7340,train
7341,test
7342,train
7343,train
7344,train
7345,train
7346,test
7347,train
7348,test
7349,val
7350,train
7351,test
7352,train
7353,train
7354,train
7355,val
7356,train
7357,test
7358,test
7359,train
7360,train
7361,test
7362,test
7363,train
7364,train
7365,train
7366,test
7367,train
7368,val
7369,train
7370,test
7371,test
7372,val
7373,train
7374,train
7375,train
7376,test
7377,train
7378,val
7379,train
7380,test
7381,train
7382,train
7383,val
7384,test
7385,train
7386,val
7387,test
7388,val
7389,train
7390,train
7391,train
7392,val
7393,test
7394,train
7395,train
7396,val
7397,test
7398,val
7399,train
7400,test
7401,train
7402,train
7403,train
7404,train
7405,val
7406,train
7407,train
7408,val
7409,test
7410,train
7411,val
7412,train
7413,test
7414,test
7415,train
7416,val
7417,test
7418,test
7419,train
7420,test
7421,train
7422,train
7423,test
7424,val
7425,train
7426,val
7427,val
7428,train
7429,train
7430,train
7431,train
7432,val
7433,test
7434,train
7435,train
7436,train
7437,test
7438,test
7439,train
7440,train
7441,val
7442,train
7443,val
7444,val
7445,test
7446,train
7447,train
7448,train
7449,train
7450,val
7451,test
7452,train
7453,train
7454,train
7455,train
7456,val
7457,test
7458,test
7459,train
7460,train
7461,train
7462,val
7463,train
7464,val
7465,train
7466,train
7467,test
7468,test
7469,train
7470,train
7471,train
7472,val
7473,test
7474,train
7475,val
7476,val
7477,train
7478,train
7479,val
7480,train
7481,train
7482,train
7483,train
7484,train
7485,train
7486,test
7487,train
7488,train
7489,train
7490,val
7491,test
7492,train
7493,train
7494,train
7495,train
7496,test
7497,train
7498,train
7499,test
7500,train
7501,test
7502,val
7503,train
7504,train
7505,val
7506,train
7507,train
7508,train
7509,val
7510,train
7511,val
7512,train
7513,train
7514,train
7515,train
7516,train
7517,test
7518,val
7519,train
7520,train
7521,train
7522,val
7523,test
7524,train
7525,test
7526,val
7527,train
7528,train
7529,test
7530,val
7531,test
7532,train
7533,test
7534,test
7535,test
7536,train
7537,train
7538,val
7539,train
7540,train
7541,train
7542,train
7543,train
7544,test
7545,train
7546,train
7547,test
7548,train
7549,train
7550,train
7551,val
7552,test
7553,test
7554,val
7555,train
7556,train
7557,val
7558,train
7559,test
7560,train
7561,train
7562,train
7563,test
7564,train
7565,test
7566,train
7567,test
7568,test
7569,train
7570,train
7571,train
7572,test
7573,val
7574,test
7575,train
7576,test
7577,train
7578,test
7579,train
7580,test
7581,train
7582,test
7583,val
7584,val
7585,train
7586,train
7587,test
7588,train
7589,test
7590,train
7591,val
7592,val
7593,train
7594,test
7595,train
7596,test
7597,train
7598,train
7599,val
7600,val
7601,train
7602,test
7603,test
7604,train
7605,train
7606,val
7607,val
7608,train
7609,val
7610,train
7611,val
7612,train
7613,train
7614,train
7615,train
7616,test
7617,val
7618,train
7619,test
7620,test
7621,train
7622,train
7623,test
7624,train
7625,test
7626,train
7627,val
7628,train
7629,train
7630,test
7631,val
7632,train
7633,train
7634,test
7635,train
7636,train
7637,val
7638,test
7639,train
7640,test
7641,val
7642,train
7643,train
7644,train
7645,val
7646,test
7647,train
7648,test
7649,val
7650,train
7651,val
7652,train
7653,train
7654,val
7655,train
7656,val
7657,test
7658,train
7659,train
7660,train
7661,train
7662,train
7663,train
7664,val
7665,test
7666,train
7667,train
7668,train
7669,val
7670,test
7671,train
7672,train
7673,test
7674,test
7675,train
7676,val
7677,train
7678,test
7679,test
7680,val
7681,train
7682,test
7683,val
7684,val
7685,train
7686,train
7687,test
7688,train
7689,val
7690,train
7691,train
7692,test
7693,train
7694,val
7695,train
7696,test
7697,train
7698,val
7699,test
7700,train
7701,test
7702,train
7703,train
7704,val
7705,val
7706,train
7707,test
7708,train
7709,val
7710,val
7711,test
7712,test
7713,train
7714,val
7715,test
7716,train
7717,train
7718,train
7719,train
7720,test
7721,train
7722,train
7723,train
7724,test
7725,train
7726,train
7727,train
7728,val
7729,train
7730,train
7731,val
7732,train
7733,train
7734,test
7735,train
7736,train
7737,train
7738,val
7739,train
7740,train
7741,test
7742,test
7743,train
7744,train
7745,test
7746,train
7747,test
7748,train
7749,val
7750,train
7751,val
7752,train
7753,test
7754,val
7755,train
7756,train
7757,test
7758,train
7759,train
7760,val
7761,train
7762,test
7763,val
7764,train
7765,val
7766,train
7767,val
7768,train
7769,train
7770,val
7771,test
7772,train
7773,train
7774,train
7775,train
7776,train
7777,train
7778,test
7779,train
7780,test
7781,test
7782,val
7783,train
7784,val
7785,train
7786,val
7787,test
7788,train
7789,val
7790,test
7791,train
7792,train
7793,train
7794,train
7795,train
7796,train
7797,train
7798,train
7799,train
7800,train
7801,test
7802,train
7803,train
7804,val
7805,val
7806,val
7807,train
7808,train
7809,test
7810,train
7811,val
7812,val
7813,train
7814,val
7815,val
7816,val
7817,val
7818,train
7819,test
7820,train
7821,train
7822,val
7823,train
7824,train
7825,val
7826,test
7827,train
7828,test
7829,train
7830,test
7831,val
7832,test
7833,test
7834,train
7835,train
7836,test
7837,train
7838,train
7839,test
7840,train
7841,train
7842,test
7843,train
7844,train
7845,val
7846,train
7847,train
7848,test
7849,train
7850,val
7851,train
7852,val
7853,train
7854,train
7855,train
7856,train
7857,val
7858,train
7859,train
7860,val
7861,train
7862,train
7863,val
7864,test
7865,train
7866,train
7867,train
7868,val
7869,test
7870,train
7871,test
7872,test
7873,test
7874,val
7875,val
7876,train
7877,val
7878,train
7879,train
7880,train
7881,train
7882,train
7883,train
7884,val
7885,test
7886,val
7887,train
7888,val
7889,train
7890,val
7891,val
7892,train
7893,train
7894,train
7895,train
7896,val
7897,test
7898,train
7899,train
7900,test
7901,test
7902,train
7903,train
7904,train
7905,train
7906,train
7907,train
7908,train
7909,train
7910,train
7911,train
7912,train
7913,train
7914,test
7915,test
7916,train
7917,test
7918,train
7919,val
7920,val
7921,train
7922,train
7923,train
7924,val
7925,test
7926,train
7927,train
7928,val
7929,test
7930,train
7931,test
7932,test
7933,test
7934,train
7935,train
7936,train
7937,train
7938,train
7939,test
7940,test
7941,test
7942,val
7943,train
7944,train
7945,val
7946,train
7947,train
7948,val
7949,val
7950,train
7951,val
7952,train
7953,train
7954,train
7955,test
7956,train
7957,val
7958,val
7959,test
7960,train
7961,val
7962,train
7963,test
7964,test
7965,train
7966,train
7967,test
7968,train
7969,train
7970,train
7971,train
7972,test
7973,val
7974,train
7975,train
7976,train
7977,train
7978,train
7979,train
7980,train
7981,test
7982,val
7983,train
7984,test
7985,train
7986,train
7987,train
7988,val
7989,val
7990,test
7991,train
7992,train
7993,train
7994,train
7995,train
7996,train
7997,test
7998,train
7999,val
8000,train
8001,test
8002,train
8003,val
8004,train
8005,train
8006,test
8007,train
8008,train
8009,val
8010,val
8011,train
8012,test
8013,train
8014,test
8015,train
8016,train
8017,train
8018,train
8019,val
8020,val
8021,train
8022,test
8023,test
8024,train
8025,train
8026,test
8027,train
8028,train
8029,train
8030,train
8031,train
8032,test
8033,val
8034,test
8035,train
8036,train
8037,test
8038,train
8039,val
8040,train
8041,test
8042,train
8043,test
8044,train
8045,val
8046,train
8047,train
8048,train
8049,test
8050,test
8051,train
8052,test
8053,train
8054,train
8055,val
8056,val
8057,train
8058,val
8059,train
8060,val
8061,train
8062,test
8063,train
8064,train
8065,test
8066,test
8067,train
8068,train
8069,val
8070,test
8071,train
8072,train
8073,train
8074,val
8075,train
8076,test
8077,train
8078,val
8079,train
8080,val
8081,val
8082,test
8083,train
8084,test
8085,train
8086,train
8087,train
8088,train
8089,val
8090,train
8091,test
8092,train
8093,test
8094,train
8095,train
8096,val
8097,train
8098,train
8099,train
8100,train
8101,test
8102,train
8103,train
8104,train
8105,train
8106,train
8107,val
8108,val
8109,train
8110,test
8111,test
8112,train
8113,train
8114,train
8115,test
8116,train
8117,train
8118,train
8119,test
8120,val
8121,test
8122,test
8123,train
8124,train
8125,test
8126,val
8127,val
8128,train
8129,train
8130,train
8131,train
8132,train
8133,train
8134,train
8135,val
8136,train
8137,train
8138,train
8139,test
8140,test
8141,train
8142,train
8143,train
8144,train
8145,train
8146,train
8147,test
8148,train
8149,train
8150,train
8151,train
8152,train
8153,train
8154,train
8155,val
8156,val
8157,train
8158,train
8159,train
8160,train
8161,val
8162,test
8163,val
8164,train
8165,test
8166,train
8167,test
8168,train
8169,val
8170,train
8171,test
8172,val
8173,train
8174,train
8175,test
8176,val
8177,train
8178,test
8179,val
8180,train
8181,test
8182,train
8183,train
8184,train
8185,train
8186,train
8187,val
8188,val
8189,test
8190,test
8191,train
8192,test
8193,train
8194,train
8195,val
8196,val
8197,test
8198,train
8199,train
8200,train
8201,val
8202,train
8203,train
8204,train
8205,train
8206,train
8207,train
8208,train
8209,train
8210,train
8211,test
8212,train
8213,test
8214,test
8215,train
8216,train
8217,train
8218,train
8219,val
8220,test
8221,train
8222,test
8223,train
8224,train
8225,train
8226,train
8227,train
8228,test
8229,val
8230,test
8231,val
8232,test
8233,train
8234,train
8235,train
8236,train
8237,val
8238,train
8239,train
8240,train
8241,train
8242,val
8243,val
8244,train
8245,test
8246,train
8247,train
8248,train
8249,train
8250,val
8251,train
8252,train
8253,train
8254,val
8255,train
8256,test
8257,train
8258,val
8259,test
8260,train
8261,train
8262,train
8263,train
8264,val
8265,test
8266,train
8267,train
8268,val
8269,train
8270,train
8271,val
8272,test
8273,train
8274,val
8275,train
8276,train
8277,train
8278,val
8279,train
8280,val
8281,train
8282,train
8283,train
8284,train
8285,val
8286,train
8287,train
8288,train
8289,train
8290,train
8291,train
8292,test
8293,val
8294,val
8295,train
8296,train
8297,train
8298,train
8299,test
8300,train
8301,val
8302,test
8303,train
8304,train
8305,train
8306,train
8307,train
8308,test
8309,train
8310,train
8311,train
8312,test
8313,val
8314,test
8315,val
8316,train
8317,train
8318,train
8319,train
8320,test
8321,train
8322,train
8323,train
8324,train
8325,train
8326,val
8327,train
8328,train
8329,train
8330,train
8331,train
8332,val
8333,test
8334,val
8335,train
8336,train
8337,train
8338,test
8339,train
8340,val
8341,train
8342,test
8343,val
8344,train
8345,train
8346,train
8347,val
8348,train
8349,test
8350,train
8351,val
8352,train
8353,train
8354,train
8355,train
8356,val
8357,train
8358,train
8359,test
8360,train
8361,test
8362,train
8363,test
8364,train
8365,train
8366,train
8367,train
8368,train
8369,train
8370,train
8371,train
8372,test
8373,train
8374,val
8375,train
8376,train
8377,train
8378,test
8379,train
8380,test
8381,train
8382,train
8383,train
8384,train
8385,val
8386,val
8387,train
8388,val
8389,test
8390,train
8391,val
8392,train
8393,val
8394,train
8395,test
8396,train
8397,train
8398,train
8399,test
8400,val
8401,train
8402,train
8403,test
8404,train
8405,train
8406,train
8407,train
8408,train
8409,test
8410,val
8411,val
8412,val
8413,train
8414,train
8415,train
8416,train
8417,train
8418,test
8419,train
8420,train
8421,train
8422,test
8423,train
8424,train
8425,test
8426,test
8427,train
8428,test
8429,test
8430,train
8431,train
8432,train
8433,train
8434,train
8435,train
8436,val
8437,test
8438,test
8439,val
8440,train
8441,train
8442,train
8443,test
8444,train
8445,test
8446,train
8447,val
8448,train
8449,val
8450,test
8451,train
8452,train
8453,test
8454,test
8455,test
8456,test
8457,val
8458,train
8459,train
8460,train
8461,train
8462,train
8463,train
8464,train
8465,train
8466,val
8467,val
8468,train
8469,train
8470,train
8471,train
8472,train
8473,test
8474,train
8475,test
8476,train
8477,train
8478,train
8479,train
8480,val
8481,train
8482,train
8483,test
8484,val
8485,train
8486,test
8487,val
8488,train
8489,train
8490,train
8491,test
8492,test
8493,train
8494,val
8495,test
8496,train
8497,test
8498,train
8499,train
8500,train
8501,train
8502,train
8503,train
8504,train
8505,test
8506,train
8507,train
8508,train
8509,test
8510,val
8511,train
8512,train
8513,train
8514,train
8515,val
8516,val
8517,train
8518,train
8519,val
8520,train
8521,test
8522,test
8523,test
8524,train
8525,train
8526,val
8527,test
8528,train
8529,test
8530,test
8531,test
8532,val
8533,train
8534,test
8535,train
8536,test
8537,train
8538,val
8539,test
8540,train
8541,test
8542,train
8543,val
8544,train
8545,train
8546,train
8547,val
8548,train
8549,train
8550,train
8551,val
8552,train
8553,train
8554,train
8555,test
8556,train
8557,train
8558,train
8559,train
8560,val
8561,train
8562,val
8563,train
8564,train
8565,test
8566,train
8567,train
8568,train
8569,test
8570,val
8571,test
8572,train
8573,train
8574,train
8575,train
8576,val
8577,train
8578,train
8579,train
8580,train
8581,test
8582,train
8583,val
8584,train
8585,test
8586,train
8587,val
8588,val
8589,train
8590,val
8591,train
8592,test
8593,train
8594,train
8595,train
8596,train
8597,train
8598,train
8599,test
8600,val
8601,train
8602,train
8603,val
8604,train
8605,train
8606,val
8607,test
8608,test
8609,val
8610,train
8611,test
8612,train
8613,train
8614,train
8615,train
8616,val
8617,train
8618,train
8619,train
8620,train
8621,train
8622,train
8623,val
8624,train
8625,train
8626,val
8627,val
8628,train
8629,test
8630,train
8631,train
8632,train
8633,train
8634,train
8635,train
8636,test
8637,train
8638,train
8639,val
8640,train
8641,val
8642,train
8643,test
8644,train
8645,train
8646,val
8647,train
8648,val
8649,val
8650,val
8651,train
8652,test
8653,val
8654,train
8655,test
8656,train
8657,train
8658,train
8659,val
8660,train
8661,test
8662,train
8663,train
8664,val
8665,train
8666,train
8667,test
8668,test
8669,train
8670,train
8671,test
8672,test
8673,val
8674,val
8675,train
8676,train
8677,train
8678,val
8679,test
8680,train
8681,test
8682,val
8683,train
8684,val
8685,train
8686,train
8687,train
8688,val
8689,train
8690,train
8691,train
8692,train
8693,train
8694,test
8695,val
8696,val
8697,train
8698,train
8699,train
8700,train
8701,val
8702,train
8703,test
8704,train
8705,train
8706,train
8707,test
8708,train
8709,train
8710,train
8711,val
8712,test
8713,train
8714,train
8715,train
8716,train
8717,train
8718,train
8719,test
8720,train
8721,train
8722,val
8723,train
8724,train
8725,val
8726,train
8727,val
8728,train
8729,train
8730,train
8731,train
8732,train
8733,val
8734,val
8735,train
8736,train
8737,val
8738,train
8739,train
8740,train
8741,train
8742,train
8743,val
8744,train
8745,test
8746,train
8747,train
8748,train
8749,val
8750,val
8751,train
8752,train
8753,train
8754,train
8755,train
8756,train
8757,test
8758,test
8759,train
8760,test
8761,train
8762,train
8763,train
8764,val
8765,train
8766,test
8767,train
8768,train
8769,train
8770,train
8771,val
8772,val
8773,val
8774,test
8775,train
8776,train
8777,train
8778,train
8779,val
8780,train
8781,train
8782,train
8783,train
8784,test
8785,test
8786,test
8787,test
8788,train
8789,test
8790,train
8791,test
8792,train
8793,val
8794,test
8795,train
8796,test
8797,val
8798,train
8799,test
8800,test
8801,test
8802,train
8803,val
8804,train
8805,train
8806,val
8807,test
8808,train
8809,train
8810,test
8811,train
8812,test
8813,val
8814,val
8815,train
8816,train
8817,val
8818,test
8819,train
8820,train
8821,val
8822,test
8823,train
8824,train
8825,val
8826,train
8827,train
8828,train
8829,train
8830,train
8831,train
8832,train
8833,train
8834,train
8835,val
8836,train
8837,val
8838,train
8839,train
8840,train
8841,train
8842,val
8843,train
8844,train
8845,train
8846,test
8847,train
8848,val
8849,train
8850,train
8851,test
8852,test
8853,test
8854,train
8855,train
8856,train
8857,train
8858,val
8859,test
8860,train
8861,train
8862,train
8863,train
8864,train
8865,val
8866,train
8867,train
8868,train
8869,train
8870,test
8871,train
8872,val
8873,train
8874,train
8875,val
8876,train
8877,val
8878,val
8879,train
8880,test
8881,train
8882,test
8883,val
8884,val
8885,test
8886,train
8887,train
8888,train
8889,train
8890,train
8891,train
8892,test
8893,val
8894,train
8895,val
8896,test
8897,val
8898,train
8899,train
8900,train
8901,train
8902,train
8903,train
8904,train
8905,train
8906,train
8907,train
8908,val
8909,test
8910,train
8911,train
8912,val
8913,train
8914,train
8915,test
8916,train
8917,train
8918,train
8919,test
8920,train
8921,train
8922,train
8923,val
8924,train
8925,train
8926,val
8927,train
8928,val
8929,test
8930,train
8931,val
8932,val
8933,train
8934,train
8935,train
8936,train
8937,test
8938,train
8939,train
8940,val
8941,train
8942,train
8943,test
8944,test
8945,train
8946,train
8947,train
8948,val
8949,test
8950,train
8951,train
8952,test
8953,train
8954,train
8955,train
8956,train
8957,test
8958,test
8959,train
8960,train
8961,train
8962,train
8963,train
8964,train
8965,val
8966,train
8967,test
8968,test
8969,test
8970,test
8971,test
8972,train
8973,train
8974,train
8975,train
8976,test
8977,train
8978,train
8979,train
8980,val
8981,test
8982,test
8983,train
8984,val
8985,train
8986,train
8987,test
8988,val
8989,val
8990,test
8991,train
8992,train
8993,train
8994,train
8995,val
8996,train
8997,train
8998,test
8999,train
9000,train
9001,test
9002,train
9003,val
9004,train
9005,test
9006,train
9007,val
9008,train
9009,train
9010,train
9011,test
9012,train
9013,train
9014,train
9015,train
9016,train
9017,train
9018,train
9019,train
9020,train
9021,test
9022,val
9023,val
9024,train
9025,val
9026,val
9027,val
9028,val
9029,train
9030,train
9031,val
9032,test
9033,val
9034,test
9035,val
9036,train
9037,train
9038,test
9039,train
9040,train
9041,train
9042,test
9043,train
9044,val
9045,val
9046,test
9047,test
9048,train
9049,test
9050,train
9051,train
9052,train
9053,val
9054,train
9055,val
9056,train
9057,test
9058,train
9059,train
9060,test
9061,val
9062,test
9063,train
9064,train
9065,test
9066,train
9067,val
9068,train
9069,val
9070,train
9071,test
9072,train
9073,train
9074,train
9075,val
9076,val
9077,train
9078,test
9079,train
9080,test
9081,train
9082,train
9083,train
9084,train
9085,test
9086,train
9087,train
9088,val
9089,train
9090,train
9091,train
9092,test
9093,train
9094,train
9095,train
9096,train
9097,test
9098,train
9099,val
9100,train
9101,train
9102,test
9103,train
9104,val
9105,train
9106,val
9107,train
9108,train
9109,train
9110,train
9111,train
9112,train
9113,train
9114,test
9115,train
9116,train
9117,train
9118,test
9119,val
9120,test
9121,train
9122,test
9123,train
9124,test
9125,train
9126,val
9127,train
9128,train
9129,train
9130,test
9131,train
9132,test
9133,test
9134,val
9135,test
9136,val
9137,test
9138,train
9139,train
9140,test
9141,train
9142,train
9143,train
9144,train
9145,test
9146,val
9147,train
9148,val
9149,train
9150,train
9151,test
9152,val
9153,val
9154,test
9155,train
9156,train
9157,train
9158,test
9159,test
9160,train
9161,train
9162,train
9163,train
9164,train
9165,train
9166,test
9167,train
9168,train
9169,train
9170,train
9171,train
9172,train
9173,train
9174,train
9175,train
9176,test
9177,val
9178,train
9179,train
9180,train
9181,train
9182,test
9183,train
9184,train
9185,train
9186,test
9187,train
9188,train
9189,train
9190,train
9191,val
9192,train
9193,train
9194,train
9195,val
9196,val
9197,test
9198,train
9199,train
9200,train
9201,train
9202,train
9203,train
9204,val
9205,train
9206,train
9207,test
9208,train
9209,train
9210,test
9211,test
9212,train
9213,train
9214,test
9215,test
9216,train
9217,train
9218,train
9219,val
9220,test
9221,train
9222,train
9223,val
9224,train
9225,train
9226,train
9227,train
9228,test
9229,val
9230,train
9231,train
9232,train
9233,train
9234,train
9235,test
9236,train
9237,train
9238,train
9239,train
9240,train
9241,test
9242,val
9243,train
9244,test
9245,train
9246,train
9247,train
9248,train
9249,train
9250,test
9251,test
9252,train
9253,train
9254,train
9255,test
9256,train
9257,train
9258,test
9259,val
9260,test
9261,train
9262,train
9263,train
9264,train
9265,train
9266,train
9267,train
9268,test
9269,val
9270,train
9271,train
9272,train
9273,val
9274,val
9275,val
9276,train
9277,train
9278,train
9279,test
9280,train
9281,train
9282,train
9283,val
9284,train
9285,train
9286,train
9287,val
9288,train
9289,train
9290,train
9291,val
9292,val
9293,train
9294,train
9295,train
9296,train
9297,train
9298,val
9299,train
9300,test
9301,train
9302,test
9303,train
9304,train
9305,test
9306,train
9307,val
9308,train
9309,val
9310,val
9311,val
9312,val
9313,train
9314,train
9315,train
9316,train
9317,train
9318,train
9319,test
9320,train
9321,val
9322,test
9323,train
9324,val
9325,train
9326,train
9327,val
9328,test
9329,train
9330,val
9331,train
9332,val
9333,test
9334,val
9335,train
9336,test
9337,train
9338,train
9339,test
9340,val
9341,val
9342,val
9343,train
9344,train
9345,train
9346,val
9347,train
9348,train
9349,val
9350,train
9351,test
9352,train
9353,train
9354,val
9355,train
9356,val
9357,test
9358,test
9359,test
9360,train
9361,test
9362,train
9363,train
9364,train
9365,train
9366,train
9367,val
9368,train
9369,train
9370,train
9371,train
9372,train
9373,val
9374,test
9375,train
9376,train
9377,train
9378,val
9379,val
9380,train
9381,train
9382,test
9383,test
9384,train
9385,train
9386,test
9387,train
9388,val
9389,test
9390,train
9391,train
9392,train
9393,train
9394,val
9395,train
9396,test
9397,train
9398,train
9399,train
9400,train
9401,val
9402,train
9403,train
9404,train
9405,train
9406,val
9407,train
9408,test
9409,train
9410,val
9411,test
9412,train
9413,val
9414,test
9415,train
9416,val
9417,train
9418,val
9419,val
9420,train
9421,val
9422,train
9423,val
9424,train
9425,train
9426,train
9427,train
9428,train
9429,train
9430,train
9431,train
9432,train
9433,val
9434,train
9435,val
9436,train
9437,test
9438,val
9439,val
9440,test
9441,val
9442,train
9443,val
9444,train
9445,train
9446,train
9447,train
9448,train
9449,train
9450,test
9451,test
9452,train
9453,train
9454,train
9455,train
9456,train
9457,val
9458,train
9459,train
9460,test
9461,train
9462,train
9463,train
9464,train
9465,train
9466,train
9467,val
9468,test
9469,train
9470,test
9471,val
9472,train
9473,train
9474,train
9475,train
9476,train
9477,test
9478,train
9479,test
9480,train
9481,train
9482,val
9483,val
9484,train
9485,train
9486,test
9487,test
9488,test
9489,train
9490,train
9491,test
9492,test
9493,val
9494,val
9495,test
9496,val
9497,train
9498,train
9499,train
9500,train
9501,test
9502,train
9503,test
9504,train
9505,train
9506,test
9507,train
9508,train
9509,train
9510,train
9511,train
9512,train
9513,train
9514,train
9515,train
9516,train
9517,val
9518,test
9519,val
9520,val
9521,train
9522,train
9523,test
9524,train
9525,val
9526,train
9527,train
9528,val
9529,train
9530,val
9531,train
9532,test
9533,train
9534,train
9535,train
9536,val
9537,train
9538,val
9539,val
